address,issue,title,canonical_self,hreflang_values,hreflang_urls,indexability,source_pages,recommended_fix
https://shopline.tw/changelog,Hreflang missing self reference,SHOPLINE 產品最新動態｜SHOPLINE 全方位零售整合專家,https://shopline.tw/changelog,zh-Hant-TW,https://shopline.tw//changelog,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-partner-summit-2024,Hreflang missing self reference,SHOPLINE 開放生態圈再進化，打造電商界最強擴充功能商店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-partner-summit-2024,zh-Hant-TW,https://shopline.tw//news/shopline-partner-summit-2024,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-partner-summit-2024,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/shop-builder-crowdfunding,Hreflang missing self reference,官網也能做募資專案！SHOP Builder 促購元件打造新品預購、募資頁面｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/shop-builder-crowdfunding,x-default | zh-Hant-TW,https://www.shopline.com//online-store/shop-builder-crowdfunding | https://shopline.tw//online-store/shop-builder-crowdfunding,Indexable,https://shopline.tw/online-store/shop-builder | https://shopline.tw/online-store/shop-builder-crowdfunding,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/fashion-and-apparel,Hreflang missing self reference,流行服飾產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/fashion-and-apparel,zh-Hant-TW,https://shopline.tw//online-store/fashion-and-apparel,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/fashion-and-apparel,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/pos/features,Hreflang missing self reference,零售 iPad POS 系統｜SHOPLINE 全方位零售整合專家,https://shopline.tw/pos/features,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | ja,https://www.shopline.com//pos/features | https://shopline.tw//pos/features | https://shopline.hk//pos/features | https://shopline.hk/en/pos/features | https://www.shopline.com//pos/features | https://jp.shopline.com//pos/features,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-2022-whitepaper,Hreflang missing self reference,疫後電商大剖析！SHOPLINE 發布《 2022 網路開店白皮書 》｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2022-whitepaper,zh-Hant-TW,https://shopline.tw//news/shopline-2022-whitepaper,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2022-whitepaper,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/solutions/omo,Hreflang missing self reference,OMO 全通路整合解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/omo,zh-Hant-TW,https://shopline.tw//solutions/omo,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-20250523,Hreflang missing self reference,SHOPLINE 聲明稿,https://shopline.tw/news/shopline-20250523,zh-Hant-TW,https://shopline.tw//news/shopline-20250523,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-20250523,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase,Hreflang missing self reference,電商品牌商家案例｜SHOPLINE 全方位零售整合專家,https://shopline.tw/showcase,zh-Hant-TW,https://shopline.tw//showcase,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/sc-instagram-live,Hreflang missing self reference,SHOPLINE 社群購物解決方案再升級 串接 Instagram LIVE 新服務上線｜SHOPLINE,https://shopline.tw/news/sc-instagram-live,zh-Hant-TW,https://shopline.tw//news/sc-instagram-live,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/sc-instagram-live,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/pos,Hreflang missing self reference,零售 iPad POS 系統，讓管理店面省時又省力｜SHOPLINE 全方位零售整合專家,https://shopline.tw/pos,x-default | zh-Hant-TW | en-US | ja,https://www.shopline.com//pos | https://shopline.tw//pos | https://www.shopline.com//pos | https://jp.shopline.com//pos,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-app-store,Hreflang missing self reference,SHOPLINE 迎接十週年，推出全新「SHOPLINE 擴充功能商店」服務：開放 API,https://shopline.tw/news/shopline-app-store,zh-Hant-TW,https://shopline.tw//news/shopline-app-store,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-app-store,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/ai,Hreflang missing self reference,SHOPLINE AI 賦能零售事業成長引擎｜SHOPLINE 全方位零售整合專家,https://shopline.tw/ai,zh-Hant-TW,https://shopline.tw//ai,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/pos,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-2024-double11,Hreflang missing self reference,雙 11 買氣再創新高！SHOPLINE 整體商家業績增長 24 %｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2024-double11,zh-Hant-TW,https://shopline.tw//news/shopline-2024-double11,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-double11,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/pos/hardware,Hreflang missing self reference,SHOPLINE POS 週邊硬體｜SHOPLINE 全方位零售整合專家,https://shopline.tw/pos/hardware,zh-Hant-TW,https://shopline.tw//pos/hardware,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/beauty-health-brand,Hreflang missing self reference,美妝保養品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/beauty-health-brand,zh-Hant-TW,https://shopline.tw//showcase/beauty-health-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/features,Hreflang missing self reference,特色功能說明｜輕鬆、直覺的全通路開店服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/features,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/features | https://shopline.hk//faq/features | https://shopline.hk/en/faq/features,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-youtube-shopping,Hreflang missing self reference,直播電商玩法再升級！開店平台 SHOPLINE 導入 YouTube Shopping 功能｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-youtube-shopping,zh-Hant-TW,https://shopline.tw//news/shopline-youtube-shopping,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-youtube-shopping,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/social-commerce,Hreflang missing self reference,社群購物系統超強導購！讓社群電商為你帶來更多訂單｜SHOPLINE 全方位零售整合專家,https://shopline.tw/social-commerce,x-default | zh-Hant-TW | en-US | ja,https://www.shopline.com//social-commerce | https://shopline.tw//social-commerce | https://www.shopline.com//social-commerce | https://jp.shopline.com//social-commerce,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/fashion-brand,Hreflang missing self reference,流行時尚品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/fashion-brand,zh-Hant-TW,https://shopline.tw//showcase/fashion-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/features,Hreflang missing self reference,網路開店功能｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/features,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | ja,https://www.shopline.com//online-store/features | https://shopline.tw//online-store/features | https://shopline.hk/features/online-store | https://shopline.hk/en/features/online-store | https://www.shopline.com//online-store/features | https://jp.shopline.com//online-store/features,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-zingala-bnp,Hreflang missing self reference,SHOPLINE 攜手中租控股旗下 zingala 銀角零卡，續拓先買後付金流服務版圖，多元彈性的支付方案搶攻無卡消費商機｜SHOPLINE,https://shopline.tw/news/shopline-zingala-bnp,zh-Hant-TW,https://shopline.tw//news/shopline-zingala-bnp,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-zingala-bnp,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/features/order-management,Hreflang missing self reference,專為零售業者開發的訂單管理系統，讓營運管理更高效｜SHOPLINE 全方位零售整合專家,https://shopline.tw/features/order-management,zh-Hant-TW,https://shopline.tw//features/order-management,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/order-management,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/logistics,Hreflang missing self reference,電商物流串接一次搞定｜SHOPLINE 全方位零售整合專家,https://shopline.tw/logistics,zh-Hant-TW,https://shopline.tw//logistics,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/faq/payments-and-shipping | https://shopline.tw/faq/payments-and-shipping,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/health-and-supplements,Hreflang missing self reference,保健食品品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/health-and-supplements,zh-Hant-TW,https://shopline.tw//showcase/health-and-supplements,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/group-buying,Hreflang missing self reference,SHOPLINE 團購解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/group-buying,zh-Hant-TW,https://shopline.tw//group-buying,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/lifestyle-brand,Hreflang missing self reference,生活居家品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/lifestyle-brand,zh-Hant-TW,https://shopline.tw//showcase/lifestyle-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/community,Hreflang missing self reference,附加服務｜選擇 SHOPLINE 開店的獨家優勢｜零售業界最豐富開店資源圈,https://shopline.tw/faq/community,zh-Hant-TW,https://shopline.tw//faq/community,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/selectedpartners,Hreflang missing self reference,精選夥伴｜SHOPLINE 全方位零售整合專家,https://shopline.tw/selectedpartners,zh-Hant-TW,https://shopline.tw//selectedpartners,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/solutions/data-analysis,Hreflang missing self reference,數據賦能解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/data-analysis,zh-Hant-TW,https://shopline.tw//solutions/data-analysis,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-brands-award-list,Hreflang missing self reference,SHOPLINE 2022 傑出品牌風格大賞得獎名單出爐 MIT 電商品牌大放異彩｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-brands-award-list,zh-Hant-TW,https://shopline.tw//news/shopline-brands-award-list,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-brands-award-list,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/about/pricing/module,Hreflang missing self reference,SHOPLINE 額外擴充功能及模組介紹,https://shopline.tw/about/pricing/module,zh-Hant-TW,https://shopline.tw//about/pricing/module,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-employer-brand-2025,Hreflang missing self reference,SHOPLINE 榮獲 IT Matters Awards「最佳 IT 雇主獎」｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-employer-brand-2025,zh-Hant-TW,https://shopline.tw//news/shopline-employer-brand-2025,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-employer-brand-2025,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-gogolook-anti-fraud,Hreflang missing self reference,電商詐騙頻傳！SHOPLINE 領先業界合作 Gogolook Watchmen,https://shopline.tw/news/shopline-gogolook-anti-fraud,zh-Hant-TW,https://shopline.tw//news/shopline-gogolook-anti-fraud,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-gogolook-anti-fraud,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/about/sitemap,Hreflang missing self reference,網站地圖｜SHOPLINE 全方位零售整合專家,https://shopline.tw/about/sitemap,zh-Hant-TW | zh-Hant-HK | en-US | ja,https://shopline.tw//about/sitemap | https://shopline.hk//about/sitemap | https://www.shopline.com/sitemap | https://jp.shopline.com/sitemap,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/solutions,Hreflang missing self reference,SHOPLINE 全方位零售解決方案｜OMO 虛實整合再進化,https://shopline.tw/solutions,zh-Hant-TW,https://shopline.tw//solutions,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store-setup,Hreflang missing self reference,網路開店教學 5 秘技｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store-setup,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | en-AU | en-MY | en-SG | ja | zh-Hans-CN,https://www.shopline.com//online-store-setup | https://shopline.tw//online-store-setup | https://shopline.hk//online-store-setup | https://shopline.hk/en/online-store-setup | https://www.shopline.com//online-store-setup | https://au.shopline.com/start | https://www.shopline.my//online-store-setup | https://www.shopline.sg/start | https://jp.shopline.com//online-store-setup | https://shoplineapp.cn/start/,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/shoplytics,Hreflang missing self reference,電商數據分析必備！Shoplytics 助你洞察數據讓決策更精準｜SHOPLINE 全方位零售整合專家,https://shopline.tw/shoplytics,zh-Hant-TW,https://shopline.tw//shoplytics,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/health-and-supplements,Hreflang missing self reference,保健食品產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/health-and-supplements,zh-Hant-TW,https://shopline.tw//online-store/health-and-supplements,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/health-and-supplements,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/solutions/member-repurchase,Hreflang missing self reference,會員回購解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/member-repurchase,zh-Hant-TW,https://shopline.tw//solutions/member-repurchase,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-payments-mpi,Hreflang missing self reference,SHOPLINE 取得新加坡大型支付機構 MPI 執照  建構國際級風控合規體系｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-payments-mpi,zh-Hant-TW,https://shopline.tw//news/shopline-payments-mpi,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-mpi,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/features/landing-page,Hreflang missing self reference,立即打造一頁商店，衝高你的業績｜SHOPLINE 全方位零售整合專家,https://shopline.tw/features/landing-page,zh-Hant-TW,https://shopline.tw//features/landing-page,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/landing-page,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/about,Hreflang missing self reference,關於我們｜SHOPLINE 全方位零售整合專家,https://shopline.tw/about,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | ja,https://www.shopline.com//about | https://shopline.tw//about | https://shopline.hk//about | https://shopline.hk/en/about | https://www.shopline.com//about | https://jp.shopline.com//about,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/food-and-beverage,Hreflang missing self reference,食品飲料產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/food-and-beverage,zh-Hant-TW,https://shopline.tw//online-store/food-and-beverage,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/food-and-beverage,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/about/press,Hreflang missing self reference,最新消息｜SHOPLINE 全方位零售整合專家,https://shopline.tw/about/press,zh-Hant-TW,https://shopline.tw//about/press,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/payments-and-shipping,Hreflang missing self reference,金、物流服務｜在地化的收款及送貨服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/payments-and-shipping,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/payments-and-shipping | https://shopline.hk//faq/payments-and-shipping | https://shopline.hk/en/faq/payments-and-shipping,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/social-commerce/features,Hreflang missing self reference,智慧社群購物系統功能｜SHOPLINE 全方位零售整合專家,https://shopline.tw/social-commerce/features,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | ja,https://www.shopline.com//social-commerce/features | https://shopline.tw//social-commerce/features | https://shopline.hk//social-commerce/features | https://shopline.hk/en/social-commerce/features | https://www.shopline.com//social-commerce/features | https://jp.shopline.com//social-commerce/features,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/shop-builder,Hreflang missing self reference,SHOP Builder 網頁設計編輯器｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/shop-builder,zh-Hant-TW,https://shopline.tw//online-store/shop-builder,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/cooperation,Hreflang missing self reference,異業合作｜與 SHOPLINE 成為合作夥伴｜零售業開放生態圈,https://shopline.tw/faq/cooperation,zh-Hant-TW,https://shopline.tw//faq/cooperation,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-2023-double11-first-week,Hreflang missing self reference,雙 11 暖身買氣熱烈！SHOPLINE 商家首週業績成長最高突破 183%｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2023-double11-first-week,zh-Hant-TW,https://shopline.tw//news/shopline-2023-double11-first-week,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2023-double11-first-week,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/bags,Hreflang missing self reference,包包產業電商開店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/bags,zh-Hant-TW,https://shopline.tw//online-store/bags,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/bags,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
