address,issue,current_value,length,pixel_width,occurrences,indexability,source_pages,recommended_fix
https://shopline.tw/news/shopline-app-store,Page title over 561 pixels,SHOPLINE 迎接十週年，推出全新「SHOPLINE 擴充功能商店」服務：開放 API,45,694,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-app-store,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/ai,Page title over 561 pixels,SHOPLINE AI 賦能零售事業成長引擎｜SHOPLINE 全方位零售整合專家,41,621,1,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/pos,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-2024-double11,Page title over 561 pixels,雙 11 買氣再創新高！SHOPLINE 整體商家業績增長 24 %｜SHOPLINE 全方位零售整合專家,53,797,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-double11,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/faq/features,Page title over 561 pixels,特色功能說明｜輕鬆、直覺的全通路開店服務｜SHOPLINE 全方位零售整合專家,39,699,1,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-youtube-shopping,Page title over 561 pixels,直播電商玩法再升級！開店平台 SHOPLINE 導入 YouTube Shopping 功能｜SHOPLINE 全方位零售整合專家,65,940,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-youtube-shopping,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/social-commerce,Page title over 561 pixels,社群購物系統超強導購！讓社群電商為你帶來更多訂單｜SHOPLINE 全方位零售整合專家,43,779,1,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-zingala-bnp,Page title over 561 pixels,SHOPLINE 攜手中租控股旗下 zingala 銀角零卡，續拓先買後付金流服務版圖，多元彈性的支付方案搶攻無卡消費商機｜SHOPLINE,70,1147,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-zingala-bnp,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/features/order-management,Page title over 561 pixels,專為零售業者開發的訂單管理系統，讓營運管理更高效｜SHOPLINE 全方位零售整合專家,43,779,1,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/order-management,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/faq/community,Page title over 561 pixels,附加服務｜選擇 SHOPLINE 開店的獨家優勢｜零售業界最豐富開店資源圈,37,644,1,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-brands-award-list,Page title over 561 pixels,SHOPLINE 2022 傑出品牌風格大賞得獎名單出爐 MIT 電商品牌大放異彩｜SHOPLINE 全方位零售整合專家,60,931,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-brands-award-list,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-employer-brand-2025,Page title over 561 pixels,SHOPLINE 榮獲 IT Matters Awards「最佳 IT 雇主獎」｜SHOPLINE 全方位零售整合專家,59,774,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-employer-brand-2025,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/,Page title over 561 pixels,SHOPLINE 全方位零售整合專家｜完整開店功能讓你的生意不斷成長,34,599,1,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/shoplytics,Page title over 561 pixels,電商數據分析必備！Shoplytics 助你洞察數據讓決策更精準｜SHOPLINE 全方位零售整合專家,51,815,1,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-payments-mpi,Page title over 561 pixels,SHOPLINE 取得新加坡大型支付機構 MPI 執照  建構國際級風控合規體系｜SHOPLINE 全方位零售整合專家,59,928,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-mpi,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/features/landing-page,Page title over 561 pixels,立即打造一頁商店，衝高你的業績｜SHOPLINE 全方位零售整合專家,34,599,1,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/landing-page,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/faq/payments-and-shipping,Page title over 561 pixels,金、物流服務｜在地化的收款及送貨服務｜SHOPLINE 全方位零售整合專家,37,659,1,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/online-store/shop-builder,Page title over 561 pixels,SHOP Builder 網頁設計編輯器｜SHOPLINE 全方位零售整合專家,39,564,1,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-2023-double11-first-week,Page title over 561 pixels,雙 11 暖身買氣熱烈！SHOPLINE 商家首週業績成長最高突破 183%｜SHOPLINE 全方位零售整合專家,57,883,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2023-double11-first-week,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/social-commerce/instagram-live,Page title over 561 pixels,Instagram 直播導購｜SHOPLINE 社群購物系統｜SHOPLINE 全方位零售整合專家,49,714,1,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-2024-whitepaper,Page title over 561 pixels,SHOPLINE 公布《2024 新零售開店白皮書》剖析電商致勝關鍵｜SHOPLINE 全方位零售整合專家,53,847,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-whitepaper,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/online-store/pets,Page title over 561 pixels,寵物用品網店架設｜輕鬆打造品牌電商，開啟寵物電商生意｜SHOPLINE 全方位零售整合專家,45,819,1,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/pets,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-payments-aftee,Page title over 561 pixels,SHOPLINE Payments 瞄準三大營運動能　全方位升級支付服務｜SHOPLINE 全方位零售整合專家,55,853,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-aftee,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/faq/about,Page title over 561 pixels,關於 SHOPLINE｜如何使用 SHOPLINE 開店｜全球 60 萬品牌選用,40,575,1,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/faq/design,Page title over 561 pixels,如何開始建立商店｜免費試用 14 天｜SHOPLINE 全方位零售整合專家,37,611,1,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/pos,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,Page title over 561 pixels,SHOPLINE 攜手 iOPEN Mall、精誠 OneEC 三方結盟，打造最強開放生態圈｜SHOPLINE 全方位零售整合專家,65,953,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-onewarehouse-introduction,Page title over 561 pixels,SHOPLINE 推出 OneWarehouse 倉儲物流服務｜SHOPLINE 全方位零售整合專家｜SHOPLINE 全方位零售整合專家,69,1004,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-onewarehouse-introduction,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/cooperate,Page title over 561 pixels,成為 SHOPLINE 的合作夥伴！加入開放生態圈｜SHOPLINE 全方位零售整合專家,44,703,1,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-select-pop-up-store-part1,Page title over 561 pixels,SHOPLINE 在台首間實體概念店「SHOPLINE Select 選物所」盛大開幕｜SHOPLINE,52,733,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part1,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-2023-brand-awards,Page title over 561 pixels,SHOPLINE 「2023 傑出品牌風格大賞」名單揭曉，社群經營報名狂增 2 倍競爭激烈,45,729,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2023-brand-awards,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-cashback,Page title over 561 pixels,跨流量返利聯盟成立！SHOPLINE 成首家零售整合解決方案夥伴  攜手 CashBack 返多多啟動消費轉單新模式,58,942,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-cashback,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-select-pop-up-store-part3,Page title over 561 pixels,迎接盛夏！SHOPLINE Select 選物所最終回主題「風格野餐選物」熱力登場｜SHOPLINE 全方位零售整合專家,60,959,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part3,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
https://shopline.tw/news/shopline-select-pop-up-store-part2,Page title over 561 pixels,SHOPLINE Select 選物所攜手 H.H 先生打造「潮時尚伸展台」｜SHOPLINE 全方位零售整合專家,57,842,1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part2,重寫為可完整顯示的 SERP 標題，保留核心 keyword 與品牌。
